musteri,yas,kidem_suresi,egitim,is_durumu,meslek_grubu,tarih,target
2637d340e7,26.0,58.0,7e6640bfe0,d36d84f51a,,20190601,0
992982a780,29.0,93.0,7e6640bfe0,915be3a7a4,,20190601,0
bee32ab090,49.0,131.0,5f8ca0f83b,991c4998fb,91ed9c1e18,20190601,1
1163e2c15e,21.0,50.0,7bb291e291,991c4998fb,51155d7cc3,20190601,0
80af30ba41,47.0,14.0,7bb291e291,b026b8ee68,44af6626d6,20190601,0
cbd39f51cb,34.0,141.0,01a4f2c96c,991c4998fb,51155d7cc3,20190601,0
751b7b5d32,20.0,26.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
832828aaae,33.0,135.0,7e6640bfe0,ba7b390fc4,bfd9cb6270,20190601,0
502584fe0a,25.0,13.0,7e6640bfe0,d36d84f51a,,20190601,0
2310aa74aa,26.0,12.0,7bb291e291,289777e76d,,20190601,0
cf4387d399,25.0,13.0,7bb291e291,991c4998fb,51155d7cc3,20190601,0
75d77c9564,26.0,83.0,5f8ca0f83b,ba7b390fc4,6da8606d6e,20190601,0
74d7e8ba64,38.0,224.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
88a7d14418,26.0,46.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
20471beab8,23.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
c62d2d1290,21.0,44.0,7e6640bfe0,d36d84f51a,,20190601,0
719b218042,19.0,16.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
bf299c7252,26.0,11.0,7e6640bfe0,d36d84f51a,,20190601,0
cef3e1b5da,23.0,118.0,5f8ca0f83b,d36d84f51a,,20190601,0
e9722050ba,26.0,69.0,7e6640bfe0,915be3a7a4,,20190601,0
f55bc6e412,19.0,17.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ff853337bb,24.0,71.0,7e6640bfe0,d36d84f51a,,20190601,0
bcf9f953f0,20.0,12.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
5fbaf87425,25.0,85.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
c7f0878a36,22.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
f4cd85070b,28.0,107.0,7e6640bfe0,eb35a5eb6b,,20190601,0
3576351867,25.0,15.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c2b3987cd5,23.0,86.0,7e6640bfe0,d36d84f51a,,20190601,0
09629e33b1,46.0,116.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
a5aa9eeb07,20.0,60.0,5f8ca0f83b,51be29729b,,20190601,0
4d930083f8,24.0,70.0,5f8ca0f83b,915be3a7a4,,20190601,0
53715c8913,21.0,147.0,7e6640bfe0,d36d84f51a,,20190601,0
c593686d06,21.0,12.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
a798f4c022,28.0,106.0,7e6640bfe0,d36d84f51a,,20190601,0
1b51109ca1,36.0,175.0,7e6640bfe0,991c4998fb,527516f307,20190601,0
aab076d40d,20.0,22.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
456738f3f0,27.0,107.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,1
d69dc57cfd,30.0,133.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
5e711538b8,22.0,21.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
31b81eb70a,22.0,47.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9e43e82a64,29.0,69.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
e06ffc57f4,26.0,92.0,7e6640bfe0,915be3a7a4,,20190601,0
af79281064,23.0,55.0,7e6640bfe0,d36d84f51a,,20190601,0
b5d63c3e64,26.0,97.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
3548eb5601,28.0,57.0,7e6640bfe0,d36d84f51a,,20190601,0
b7464b3c98,21.0,16.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
e8b2053300,30.0,112.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
b62cb6ad78,48.0,164.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
bfb103aaf9,24.0,58.0,7e6640bfe0,991c4998fb,51155d7cc3,20190601,0
08486c867d,26.0,66.0,7e6640bfe0,d36d84f51a,,20190601,0
9dadf89328,22.0,7.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ae84909141,25.0,15.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
d48aae7c31,30.0,38.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
501d78018d,19.0,14.0,5f8ca0f83b,51be29729b,,20190601,0
f70fac0c30,21.0,13.0,7e6640bfe0,eb35a5eb6b,,20190601,0
b27ef68346,26.0,65.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,0
35816413e1,18.0,21.0,5f8ca0f83b,51be29729b,,20190601,0
138e52d6d1,24.0,58.0,7e6640bfe0,d36d84f51a,,20190601,1
9f1d76c8f7,21.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
b60967be3d,25.0,67.0,5f8ca0f83b,d36d84f51a,,20190601,0
1ea1e90682,21.0,6.0,5f8ca0f83b,51be29729b,,20190601,0
9817457c37,22.0,33.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d47bac9dc4,35.0,203.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
314b419159,19.0,2.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
2e1d605191,20.0,10.0,5f8ca0f83b,d36d84f51a,,20190601,0
2ca0fd30ec,27.0,107.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
87f3a51ead,32.0,10.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
9215e02c38,29.0,47.0,,,,20190601,0
87ca956bc4,32.0,155.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
6004caaaf1,32.0,107.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
fb0143630b,29.0,92.0,7bb291e291,991c4998fb,44af6626d6,20190601,1
678b3c2915,48.0,181.0,7e6640bfe0,289777e76d,,20190601,0
48dd61fded,31.0,86.0,7e6640bfe0,d36d84f51a,,20190601,0
8fc37ef36f,27.0,11.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9772bf8b48,29.0,40.0,7e6640bfe0,d36d84f51a,,20190601,0
1af78d4550,26.0,45.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,1
918ca823e0,25.0,78.0,01a4f2c96c,ba7b390fc4,bfd9cb6270,20190601,0
bd97dba2c8,21.0,8.0,7e6640bfe0,d36d84f51a,,20190601,0
ab6eb3cc8e,22.0,16.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
55078a2cac,29.0,43.0,7e6640bfe0,d36d84f51a,,20190601,0
4137d73b15,23.0,22.0,7e6640bfe0,d36d84f51a,,20190601,0
defbbbce08,19.0,3.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
05c990987d,44.0,97.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
13b74d1f3d,31.0,154.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
fbda5993bb,24.0,73.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
5d33534bca,27.0,106.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
1eb8d87fa0,36.0,95.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
04e03a5aaf,29.0,9.0,7e6640bfe0,991c4998fb,527516f307,20190601,0
5e6376d582,46.0,255.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
e837710e81,29.0,40.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1eda0541ee,19.0,9.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
cbd1627d4e,25.0,56.0,7e6640bfe0,d36d84f51a,,20190601,0
d8afc8b796,31.0,67.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9046c24758,20.0,8.0,7e6640bfe0,d36d84f51a,,20190601,0
4dc8477c8d,33.0,4.0,7e6640bfe0,d36d84f51a,,20190601,0
63fb148ce6,26.0,103.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
48b3c57604,29.0,43.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
eac8e9d6cf,23.0,174.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
9b448ab956,24.0,30.0,7e6640bfe0,d36d84f51a,,20190601,0
06f049a56d,40.0,237.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
ae33b04f01,29.0,127.0,7e6640bfe0,eb35a5eb6b,,20190601,0
a4a2474a0e,34.0,195.0,01a4f2c96c,242927d0f5,91ed9c1e18,20190601,1
5f4d9f659e,36.0,215.0,01a4f2c96c,991c4998fb,ba91c4a92b,20190601,1
393376db94,38.0,144.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ceab07bda7,29.0,15.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9b4089001c,26.0,82.0,7e6640bfe0,915be3a7a4,,20190601,0
908c8f5c97,30.0,144.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
451b7c575e,27.0,24.0,7e6640bfe0,d36d84f51a,,20190601,0
b098f2d89e,25.0,128.0,01a4f2c96c,991c4998fb,51155d7cc3,20190601,0
1896dee3af,24.0,72.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,1
b8d76067df,21.0,178.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
83244ad75d,19.0,12.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
3950e0ebfb,35.0,57.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
62752aa2ac,27.0,121.0,01a4f2c96c,991c4998fb,44af6626d6,20190601,0
f8078623b5,23.0,9.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
37cbe1e3a4,25.0,48.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
3ed65f03c0,27.0,173.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
77684ee502,33.0,167.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,1
46216bf418,21.0,28.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
3c95e76d12,27.0,75.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9809784010,18.0,15.0,5f8ca0f83b,51be29729b,,20190601,0
286f5dda74,21.0,6.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
57ee3dd903,21.0,5.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
f0d2a827a3,24.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
32d2a19db7,25.0,12.0,5f8ca0f83b,51be29729b,,20190601,0
fb1b6128b3,25.0,72.0,5f8ca0f83b,991c4998fb,b18c21407b,20190601,0
245a588c22,36.0,202.0,7e6640bfe0,991c4998fb,,20190601,0
ea9dddd59f,47.0,96.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
8c1f9580b8,24.0,19.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
dd15527ed6,43.0,98.0,7bb291e291,b026b8ee68,44af6626d6,20190601,0
b88e80b0fe,36.0,154.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
c41e3e3201,21.0,148.0,5f8ca0f83b,991c4998fb,51155d7cc3,20190601,0
7173de2e5a,23.0,28.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
a6c0e3d80e,22.0,6.0,5f8ca0f83b,eb35a5eb6b,,20190601,0
bfa540ba21,31.0,150.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
9846bdf641,22.0,91.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
0601e94b9a,23.0,29.0,7e6640bfe0,d36d84f51a,,20190601,0
45c03f3482,25.0,46.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ca6ca95574,18.0,4.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9415e6a34c,32.0,107.0,7e6640bfe0,991c4998fb,4e1d23cb0a,20190601,0
ed930ada53,20.0,20.0,5f8ca0f83b,d36d84f51a,,20190601,0
2ccdcce6f2,23.0,52.0,7bb291e291,991c4998fb,44af6626d6,20190601,1
e98ac5199e,35.0,153.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
43c2c0af3d,34.0,6.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9307d06ca4,36.0,23.0,7e6640bfe0,eb35a5eb6b,,20190601,0
4fd68ccfbb,35.0,87.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
b4ec8c1412,21.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
2d484196b6,36.0,164.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8448414f0b,28.0,123.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
767e60a129,19.0,53.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
c05c37fed3,21.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
5a8e7eefca,39.0,185.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
83f5442310,38.0,22.0,7e6640bfe0,289777e76d,,20190601,0
4cdfeaa2c3,26.0,106.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
fa6cb07e37,21.0,22.0,7e6640bfe0,d36d84f51a,,20190601,0
9548562572,21.0,211.0,7e6640bfe0,d36d84f51a,,20190601,0
b8e1ddff7c,31.0,148.0,5f8ca0f83b,991c4998fb,91ed9c1e18,20190601,0
b88bea8f4f,19.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
c91e3098e7,31.0,155.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
aecf7a67e4,22.0,19.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
59a70cec94,21.0,6.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
210a244b2c,22.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
804155cf58,26.0,1.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
783abd9d4e,24.0,50.0,7e6640bfe0,b026b8ee68,44af6626d6,20190601,0
ffbb654459,19.0,158.0,7e6640bfe0,d36d84f51a,,20190601,0
1459cd5b48,21.0,20.0,5f8ca0f83b,d36d84f51a,,20190601,0
e3991531a2,25.0,82.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
74a62890b0,42.0,222.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,1
c047cc1ae6,42.0,175.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e302077348,26.0,52.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d683e33f55,26.0,81.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
189eca9182,22.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
131e769ac3,21.0,34.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
eba86e43bb,25.0,20.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
a6f57068ec,24.0,18.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
0c378d32d5,21.0,48.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
3542813424,49.0,333.0,7e6640bfe0,83a26fc2fd,44af6626d6,20190601,0
6a33586fd5,20.0,99.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
1de993db7b,23.0,59.0,5f8ca0f83b,51be29729b,,20190601,0
c4e5fe42e1,20.0,2.0,5f8ca0f83b,289777e76d,,20190601,0
0bce9f4ef1,18.0,46.0,5f8ca0f83b,51be29729b,,20190601,0
aef5acbef5,32.0,89.0,5f8ca0f83b,991c4998fb,b18c21407b,20190601,0
1ee204305b,21.0,29.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
f9ce567fa4,24.0,45.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
c427b9056d,48.0,181.0,5f8ca0f83b,eb35a5eb6b,,20190601,0
bb2a6bf67c,26.0,39.0,5f8ca0f83b,289777e76d,,20190601,0
5503f2ad9d,40.0,315.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
dcaeee13ca,24.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
2472d812ac,25.0,71.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
11b31305f4,18.0,17.0,5f8ca0f83b,51be29729b,,20190601,0
a32fe7d653,47.0,161.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
0d953a2454,44.0,131.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
843bd1f147,47.0,243.0,5f8ca0f83b,991c4998fb,51155d7cc3,20190601,0
7a1d47d040,19.0,12.0,5f8ca0f83b,eb35a5eb6b,,20190601,0
26b6f6944f,24.0,12.0,5f8ca0f83b,d36d84f51a,,20190601,0
37662f347e,37.0,16.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
66cbf4f6af,24.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
9d375f35e4,27.0,17.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
7077e7ea0f,20.0,11.0,7e6640bfe0,d36d84f51a,,20190601,0
d09cb6d8cb,29.0,102.0,7e6640bfe0,d36d84f51a,,20190601,0
85b44c49c0,21.0,13.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
33df7fd82b,43.0,174.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
56b28a1188,32.0,115.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
d8e752890b,22.0,18.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
314827ee6f,22.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
a9e2cc0e57,22.0,34.0,7e6640bfe0,d36d84f51a,,20190601,0
3be763b793,25.0,44.0,5f8ca0f83b,d36d84f51a,,20190601,0
22f29f9c20,23.0,44.0,5f8ca0f83b,d36d84f51a,,20190601,0
28bb6a37a2,40.0,64.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
4c903c38bf,25.0,13.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
809426120c,22.0,4.0,7e6640bfe0,991c4998fb,51155d7cc3,20190601,0
5c18a6f3f1,28.0,33.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
08b0620f5d,31.0,80.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
4647b366a6,26.0,35.0,5f8ca0f83b,d36d84f51a,,20190601,0
7c4c182b7b,27.0,95.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
604ae44195,21.0,17.0,5f8ca0f83b,d36d84f51a,,20190601,0
9af8993cf6,28.0,106.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
5ef6ed2e3f,25.0,81.0,5f8ca0f83b,915be3a7a4,,20190601,0
08cad8392f,19.0,21.0,7e6640bfe0,d36d84f51a,,20190601,0
8330eb08b9,27.0,121.0,7e6640bfe0,915be3a7a4,b18c21407b,20190601,1
32c6335903,21.0,7.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
84bfa35d70,23.0,12.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1713c073fc,40.0,115.0,7e6640bfe0,242927d0f5,51155d7cc3,20190601,0
e8b74cde01,21.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
10f1e59c82,42.0,3.0,7bb291e291,eb35a5eb6b,,20190601,0
bf7ced838f,25.0,100.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
0bf82027a0,49.0,371.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
b2b5925631,38.0,184.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,0
bd0bfc8f92,21.0,117.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
ebcadff968,21.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
9e0e7f1601,39.0,269.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
f04cc5772e,19.0,18.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
7dfd82f61c,18.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
00dbf08f5a,40.0,45.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
dcb2a4081d,33.0,96.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
89ee5c8533,24.0,34.0,5f8ca0f83b,a996720382,44af6626d6,20190601,0
a1c628c701,34.0,192.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,1
1a25065f87,28.0,110.0,5f8ca0f83b,915be3a7a4,,20190601,0
3edd4e96bc,22.0,30.0,5f8ca0f83b,d36d84f51a,,20190601,0
c6156c99e4,28.0,108.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
5ff0b65dfd,26.0,97.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
e1e01095fd,30.0,151.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
9fd67e6949,31.0,70.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
f7ea94a09f,24.0,71.0,01a4f2c96c,915be3a7a4,bfd9cb6270,20190601,0
024214c19e,24.0,7.0,7e6640bfe0,d36d84f51a,,20190601,0
8a59929d8c,32.0,67.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
938d08a584,30.0,52.0,7e6640bfe0,d36d84f51a,,20190601,0
1535ac5f23,47.0,189.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
fc45dad1dd,36.0,91.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8866373262,29.0,131.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
d745e9de7d,31.0,44.0,5f8ca0f83b,eb35a5eb6b,,20190601,0
e97878d32d,22.0,46.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
2c283ee8f7,19.0,23.0,5f8ca0f83b,51be29729b,,20190601,0
41c00677ae,37.0,46.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
c0a6de0bbb,26.0,56.0,7e6640bfe0,d36d84f51a,,20190601,0
843f9eb1e2,30.0,146.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
2cb69e6e50,24.0,58.0,7e6640bfe0,d36d84f51a,,20190601,0
27f3d1d889,31.0,49.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
0c218f9eda,24.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
10165096ba,26.0,58.0,7e6640bfe0,d36d84f51a,,20190601,0
b2444e20b5,27.0,78.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
2ab8a4f7b0,29.0,84.0,7e6640bfe0,289777e76d,,20190601,0
892a02d40d,34.0,126.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
87f2f02ec9,29.0,8.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
75542ace02,37.0,69.0,7bb291e291,991c4998fb,51155d7cc3,20190601,0
7398e7cc7f,32.0,116.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d7a094ac35,24.0,76.0,7e6640bfe0,915be3a7a4,,20190601,0
e1f9f7262e,23.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
4870968ded,44.0,213.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
7fdd135fe7,20.0,22.0,5f8ca0f83b,d36d84f51a,,20190601,0
6e2cf05f78,32.0,27.0,7e6640bfe0,a996720382,b18c21407b,20190601,0
6413e7148e,25.0,69.0,7e6640bfe0,d36d84f51a,,20190601,0
cbd021ee76,26.0,41.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,1
c2bd8c46f5,27.0,76.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
eb1e649030,31.0,97.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e31cba764e,31.0,61.0,7bb291e291,b026b8ee68,44af6626d6,20190601,0
129a1f2173,19.0,6.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
e4af331560,36.0,171.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
dc9bf1f78d,19.0,51.0,5f8ca0f83b,51be29729b,,20190601,0
33d6db7f7b,25.0,85.0,5f8ca0f83b,915be3a7a4,,20190601,0
28558f5cd8,28.0,112.0,7e6640bfe0,915be3a7a4,,20190601,0
a712c6d1cf,29.0,155.0,01a4f2c96c,eb35a5eb6b,,20190601,0
ff05b42ff9,28.0,17.0,5f8ca0f83b,991c4998fb,bfd9cb6270,20190601,0
81617821cd,29.0,82.0,5f8ca0f83b,ba7b390fc4,6da8606d6e,20190601,0
991e7ea844,18.0,3.0,5f8ca0f83b,d36d84f51a,,20190601,0
5219906537,44.0,146.0,7e6640bfe0,a996720382,44af6626d6,20190601,0
a03b184c00,39.0,112.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bd0c2f0722,29.0,141.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
6da152e396,31.0,54.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
994a8f26ba,30.0,103.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
035def923a,20.0,41.0,5f8ca0f83b,51be29729b,,20190601,0
56300a8f05,26.0,70.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
d75fddaf78,24.0,127.0,7e6640bfe0,d36d84f51a,,20190601,0
06244b9c3f,20.0,31.0,7e6640bfe0,d36d84f51a,,20190601,0
a3a4c37ffd,20.0,11.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
644c99286b,24.0,57.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
b7f7e0d123,45.0,333.0,7e6640bfe0,ba7b390fc4,bfd9cb6270,20190601,0
f8c8a04313,21.0,43.0,5f8ca0f83b,d36d84f51a,,20190601,0
49940f5a46,22.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
70ac017440,23.0,30.0,5f8ca0f83b,d36d84f51a,,20190601,0
f1ff83afe8,28.0,155.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,1
16cf5bec0f,20.0,2.0,7e6640bfe0,d36d84f51a,,20190601,0
58e8f71ead,25.0,129.0,7e6640bfe0,d36d84f51a,,20190601,0
9db0ee57ff,20.0,130.0,7e6640bfe0,d36d84f51a,,20190601,0
9ba5f5d24c,22.0,108.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
53f52681c8,29.0,125.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d5d3ba6fd2,30.0,143.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
aab8f3c792,22.0,78.0,5f8ca0f83b,991c4998fb,b18c21407b,20190601,0
4ccadafe2a,26.0,62.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
763270407f,34.0,192.0,7e6640bfe0,242927d0f5,9034d4c83c,20190601,0
b975e2f389,21.0,35.0,7e6640bfe0,d36d84f51a,,20190601,0
4656c7b951,23.0,55.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
fff51447d3,39.0,212.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
28a694796e,25.0,80.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
cefd47499e,26.0,35.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bc1f2810f3,31.0,29.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
53d96ad145,22.0,11.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
a9f4bc77e8,25.0,70.0,7e6640bfe0,915be3a7a4,,20190601,0
fa9dfe87d0,21.0,32.0,7e6640bfe0,d36d84f51a,,20190601,0
b35d54a023,33.0,159.0,7bb291e291,eb35a5eb6b,,20190601,0
b1c53ecd59,24.0,19.0,7e6640bfe0,d36d84f51a,,20190601,0
9cb3ef4b9c,44.0,72.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
